x,y,z,cu,value,UPL,angulo
24348.0,25248.0,3696.0,0.378,-44236.8,0.0,45
24364.0,25248.0,3696.0,0.277,-44236.8,0.0,45
24380.0,25248.0,3696.0,0.377,-44236.8,0.0,45
24396.0,25248.0,3696.0,0.361,-44236.8,0.0,45
24412.0,25248.0,3696.0,0.208,-44236.8,0.0,45
24428.0,25248.0,3696.0,0.121,-44236.8,0.0,45
24444.0,25248.0,3696.0,0.142,-44236.8,0.0,53
24460.0,25248.0,3696.0,0.152,-44236.8,0.0,53
24476.0,25248.0,3696.0,0.212,-44236.8,0.0,53
24492.0,25248.0,3696.0,0.241,-44236.8,0.0,53
24508.0,25248.0,3696.0,0.386,-44236.8,0.0,53
24524.0,25248.0,3696.0,0.458,-44236.8,0.0,53
24540.0,25248.0,3696.0,0.373,-44236.8,0.0,53
24556.0,25248.0,3696.0,0.217,-44236.8,0.0,53
24572.0,25248.0,3696.0,0.12,-44236.8,0.0,53
24588.0,25248.0,3696.0,0.198,-44236.8,0.0,53
24604.0,25248.0,3696.0,0.26,-44236.8,0.0,53
24620.0,25248.0,3696.0,0.403,-44236.8,0.0,53
24636.0,25248.0,3696.0,0.339,-44236.8,0.0,53
24652.0,25248.0,3696.0,0.197,-44236.8,0.0,53
24668.0,25248.0,3696.0,0.08,-44236.8,0.0,60
24684.0,25248.0,3696.0,0.066,-44236.8,0.0,60
24700.0,25248.0,3696.0,0.127,-44236.8,0.0,60
24716.0,25248.0,3696.0,0.264,-44236.8,0.0,60
24732.0,25248.0,3696.0,0.225,-44236.8,0.0,60
24748.0,25248.0,3696.0,0.155,-44236.8,0.0,60
24764.0,25248.0,3696.0,0.198,-44236.8,0.0,60
24780.0,25248.0,3696.0,0.174,-44236.8,0.0,60
24796.0,25248.0,3696.0,0.16399999999999998,-44236.8,0.0,60
24812.0,25248.0,3696.0,0.248,-44236.8,0.0,60
24828.0,25248.0,3696.0,0.28800000000000003,-44236.8,0.0,60
24844.0,25248.0,3696.0,0.258,-44236.8,0.0,60
24860.0,25248.0,3696.0,0.243,-44236.8,0.0,60
24876.0,25248.0,3696.0,0.218,-44236.8,0.0,60
24892.0,25248.0,3696.0,0.214,-44236.8,0.0,60
24908.0,25248.0,3696.0,0.139,-44236.8,0.0,60
24924.0,25248.0,3696.0,0.131,-44236.8,0.0,60
24940.0,25248.0,3696.0,0.14,-44236.8,0.0,60
24956.0,25248.0,3696.0,0.181,-44236.8,0.0,60
24972.0,25248.0,3696.0,0.204,-44236.8,0.0,60
24988.0,25248.0,3696.0,0.166,-44236.8,0.0,60
24300.0,25264.0,3696.0,0.222,-44236.8,0.0,45
24316.0,25264.0,3696.0,0.223,-44236.8,0.0,45
24332.0,25264.0,3696.0,0.28,-44236.8,0.0,45
24348.0,25264.0,3696.0,0.411,-44236.8,0.0,45
24364.0,25264.0,3696.0,0.244,-44236.8,0.0,45
24380.0,25264.0,3696.0,0.243,-44236.8,0.0,45
24396.0,25264.0,3696.0,0.228,-44236.8,0.0,45
24412.0,25264.0,3696.0,0.209,-44236.8,0.0,45
24428.0,25264.0,3696.0,0.155,-44236.8,0.0,45
24444.0,25264.0,3696.0,0.115,-44236.8,0.0,45
24460.0,25264.0,3696.0,0.14,-44236.8,0.0,45
24476.0,25264.0,3696.0,0.224,-44236.8,0.0,45
24492.0,25264.0,3696.0,0.268,-44236.8,0.0,45
24508.0,25264.0,3696.0,0.364,-44236.8,0.0,45
24524.0,25264.0,3696.0,0.404,-44236.8,0.0,53
24540.0,25264.0,3696.0,0.3670000000000001,-44236.8,0.0,53
24556.0,25264.0,3696.0,0.269,-44236.8,0.0,53
24572.0,25264.0,3696.0,0.174,-44236.8,0.0,53
24588.0,25264.0,3696.0,0.199,-44236.8,0.0,53
24604.0,25264.0,3696.0,0.319,-44236.8,0.0,53
24620.0,25264.0,3696.0,0.385,-44236.8,0.0,53
24636.0,25264.0,3696.0,0.306,-44236.8,0.0,53
24652.0,25264.0,3696.0,0.215,-44236.8,0.0,53
24668.0,25264.0,3696.0,0.097,-44236.8,0.0,60
24684.0,25264.0,3696.0,0.093,-44236.8,0.0,60
24700.0,25264.0,3696.0,0.101,-44236.8,0.0,60
24716.0,25264.0,3696.0,0.202,-44236.8,0.0,60
24732.0,25264.0,3696.0,0.251,-44236.8,0.0,60
24748.0,25264.0,3696.0,0.17600000000000002,-44236.8,0.0,60
24764.0,25264.0,3696.0,0.151,-44236.8,0.0,60
24780.0,25264.0,3696.0,0.173,-44236.8,0.0,60
24796.0,25264.0,3696.0,0.184,-44236.8,0.0,60
24812.0,25264.0,3696.0,0.32299999999999995,-44236.8,0.0,60
24828.0,25264.0,3696.0,0.35700000000000004,-44236.8,0.0,60
24844.0,25264.0,3696.0,0.302,-44236.8,0.0,60
24860.0,25264.0,3696.0,0.279,-44236.8,0.0,60
24876.0,25264.0,3696.0,0.267,-44236.8,0.0,60
24892.0,25264.0,3696.0,0.205,-44236.8,0.0,60
24908.0,25264.0,3696.0,0.156,-44236.8,0.0,60
24924.0,25264.0,3696.0,0.154,-44236.8,0.0,60
24940.0,25264.0,3696.0,0.114,-44236.8,0.0,60
24956.0,25264.0,3696.0,0.206,-44236.8,0.0,60
24972.0,25264.0,3696.0,0.262,-44236.8,0.0,60
24988.0,25264.0,3696.0,0.14,-44236.8,0.0,60
24300.0,25280.0,3696.0,0.194,-44236.8,0.0,45
24316.0,25280.0,3696.0,0.192,-44236.8,0.0,45
24332.0,25280.0,3696.0,0.196,-44236.8,0.0,45
24348.0,25280.0,3696.0,0.271,-44236.8,0.0,45
24364.0,25280.0,3696.0,0.247,-44236.8,0.0,45
24380.0,25280.0,3696.0,0.209,-44236.8,0.0,45
24396.0,25280.0,3696.0,0.177,-44236.8,0.0,45
24412.0,25280.0,3696.0,0.226,-44236.8,0.0,45
24428.0,25280.0,3696.0,0.258,-44236.8,0.0,45
24444.0,25280.0,3696.0,0.201,-44236.8,0.0,45
24460.0,25280.0,3696.0,0.136,-44236.8,0.0,45
24476.0,25280.0,3696.0,0.206,-44236.8,0.0,45
24492.0,25280.0,3696.0,0.29600000000000004,-44236.8,0.0,45
24508.0,25280.0,3696.0,0.266,-44236.8,0.0,45
24524.0,25280.0,3696.0,0.257,-44236.8,0.0,45
24540.0,25280.0,3696.0,0.265,-44236.8,0.0,45
24556.0,25280.0,3696.0,0.22,-44236.8,0.0,45
24572.0,25280.0,3696.0,0.189,-44236.8,0.0,45
24588.0,25280.0,3696.0,0.32,-44236.8,0.0,45
24604.0,25280.0,3696.0,0.426,-44236.8,0.0,53
24620.0,25280.0,3696.0,0.433,-44236.8,0.0,53
24636.0,25280.0,3696.0,0.423,-44236.8,0.0,53
24652.0,25280.0,3696.0,0.242,-44236.8,0.0,60
24668.0,25280.0,3696.0,0.16399999999999998,-44236.8,0.0,60
24684.0,25280.0,3696.0,0.151,-44236.8,0.0,60
24700.0,25280.0,3696.0,0.132,-44236.8,0.0,60
24716.0,25280.0,3696.0,0.166,-44236.8,0.0,60
24732.0,25280.0,3696.0,0.235,-44236.8,0.0,60
24748.0,25280.0,3696.0,0.16399999999999998,-44236.8,0.0,60
24764.0,25280.0,3696.0,0.162,-44236.8,0.0,60
24780.0,25280.0,3696.0,0.145,-44236.8,0.0,60
24796.0,25280.0,3696.0,0.212,-44236.8,0.0,60
24812.0,25280.0,3696.0,0.402,-44236.8,0.0,60
24828.0,25280.0,3696.0,0.33,-44236.8,0.0,60
24844.0,25280.0,3696.0,0.22,-44236.8,0.0,60
24860.0,25280.0,3696.0,0.268,-44236.8,0.0,60
24876.0,25280.0,3696.0,0.302,-44236.8,0.0,60
24892.0,25280.0,3696.0,0.257,-44236.8,0.0,60
24908.0,25280.0,3696.0,0.217,-44236.8,0.0,60
24924.0,25280.0,3696.0,0.175,-44236.8,0.0,60
24940.0,25280.0,3696.0,0.153,-44236.8,0.0,60
24956.0,25280.0,3696.0,0.183,-44236.8,0.0,60
24972.0,25280.0,3696.0,0.179,-44236.8,0.0,60
24988.0,25280.0,3696.0,0.095,-44236.8,0.0,60
24300.0,25296.0,3696.0,0.182,-44236.8,0.0,45
24316.0,25296.0,3696.0,0.261,-44236.8,0.0,45
24332.0,25296.0,3696.0,0.204,-44236.8,0.0,45
24348.0,25296.0,3696.0,0.224,-44236.8,0.0,45
24364.0,25296.0,3696.0,0.3,-44236.8,0.0,45
24380.0,25296.0,3696.0,0.276,-44236.8,0.0,45
24396.0,25296.0,3696.0,0.201,-44236.8,0.0,45
24412.0,25296.0,3696.0,0.195,-44236.8,0.0,45
24428.0,25296.0,3696.0,0.284,-44236.8,0.0,45
24444.0,25296.0,3696.0,0.187,-44236.8,0.0,45
24460.0,25296.0,3696.0,0.147,-44236.8,0.0,45
24476.0,25296.0,3696.0,0.232,-44236.8,0.0,45
24492.0,25296.0,3696.0,0.244,-44236.8,0.0,45
24508.0,25296.0,3696.0,0.254,-44236.8,0.0,45
24524.0,25296.0,3696.0,0.224,-44236.8,0.0,45
24540.0,25296.0,3696.0,0.207,-44236.8,0.0,45
24556.0,25296.0,3696.0,0.222,-44236.8,0.0,45
24572.0,25296.0,3696.0,0.224,-44236.8,0.0,45
24588.0,25296.0,3696.0,0.33,-44236.8,0.0,45
24604.0,25296.0,3696.0,0.32299999999999995,-44236.8,0.0,45
24620.0,25296.0,3696.0,0.374,-44236.8,0.0,45
24636.0,25296.0,3696.0,0.353,-44236.8,0.0,45
24652.0,25296.0,3696.0,0.179,-44236.8,0.0,36
24668.0,25296.0,3696.0,0.185,-44236.8,0.0,36
24684.0,25296.0,3696.0,0.18,-44236.8,0.0,36
24700.0,25296.0,3696.0,0.127,-44236.8,0.0,60
24716.0,25296.0,3696.0,0.162,-44236.8,0.0,60
24732.0,25296.0,3696.0,0.199,-44236.8,0.0,60
24748.0,25296.0,3696.0,0.191,-44236.8,0.0,60
24764.0,25296.0,3696.0,0.21,-44236.8,0.0,60
24780.0,25296.0,3696.0,0.242,-44236.8,0.0,60
24796.0,25296.0,3696.0,0.4,-44236.8,0.0,60
24812.0,25296.0,3696.0,0.42,-44236.8,0.0,60
24828.0,25296.0,3696.0,0.3,-44236.8,0.0,60
24844.0,25296.0,3696.0,0.308,-44236.8,0.0,60
24860.0,25296.0,3696.0,0.28300000000000003,-44236.8,0.0,60
24876.0,25296.0,3696.0,0.413,-44236.8,0.0,60
24892.0,25296.0,3696.0,0.378,-44236.8,0.0,60
24908.0,25296.0,3696.0,0.234,-44236.8,0.0,60
24924.0,25296.0,3696.0,0.147,-44236.8,0.0,60
24940.0,25296.0,3696.0,0.124,-44236.8,0.0,60
24956.0,25296.0,3696.0,0.08900000000000001,-44236.8,0.0,60
24972.0,25296.0,3696.0,0.047,-44236.8,0.0,60
24988.0,25296.0,3696.0,0.034,-44236.8,0.0,60
24300.0,25312.0,3696.0,0.142,-44236.8,0.0,45
24316.0,25312.0,3696.0,0.205,-44236.8,0.0,45
24332.0,25312.0,3696.0,0.236,-44236.8,0.0,45
24348.0,25312.0,3696.0,0.244,-44236.8,0.0,45
24364.0,25312.0,3696.0,0.261,-44236.8,0.0,45
24380.0,25312.0,3696.0,0.282,-44236.8,0.0,45
24396.0,25312.0,3696.0,0.334,-44236.8,0.0,45
24412.0,25312.0,3696.0,0.22,-44236.8,0.0,45
24428.0,25312.0,3696.0,0.251,-44236.8,0.0,45
24444.0,25312.0,3696.0,0.157,-44236.8,0.0,45
24460.0,25312.0,3696.0,0.141,-44236.8,0.0,45
24476.0,25312.0,3696.0,0.225,-44236.8,0.0,45
24492.0,25312.0,3696.0,0.214,-44236.8,0.0,45
24508.0,25312.0,3696.0,0.252,-44236.8,0.0,45
24524.0,25312.0,3696.0,0.325,-44236.8,0.0,45
24540.0,25312.0,3696.0,0.34700000000000003,-44236.8,0.0,45
24556.0,25312.0,3696.0,0.311,-44236.8,0.0,45
24572.0,25312.0,3696.0,0.305,-44236.8,0.0,45
24588.0,25312.0,3696.0,0.386,-44236.8,0.0,45
24604.0,25312.0,3696.0,0.278,-44236.8,0.0,45
24620.0,25312.0,3696.0,0.322,-44236.8,0.0,45
24636.0,25312.0,3696.0,0.28300000000000003,-44236.8,0.0,45
24652.0,25312.0,3696.0,0.133,-44236.8,0.0,36
24668.0,25312.0,3696.0,0.183,-44236.8,0.0,36
24684.0,25312.0,3696.0,0.195,-44236.8,0.0,36
24700.0,25312.0,3696.0,0.119,-44236.8,0.0,36
24716.0,25312.0,3696.0,0.16399999999999998,-44236.8,0.0,36
24732.0,25312.0,3696.0,0.17800000000000002,-44236.8,0.0,36
24748.0,25312.0,3696.0,0.19,-44236.8,0.0,36
24764.0,25312.0,3696.0,0.184,-44236.8,0.0,36
24780.0,25312.0,3696.0,0.331,-44236.8,0.0,60
24796.0,25312.0,3696.0,0.485,-44236.8,0.0,60
24812.0,25312.0,3696.0,0.375,-44236.8,0.0,60
24828.0,25312.0,3696.0,0.212,-44236.8,0.0,60
24844.0,25312.0,3696.0,0.254,-44236.8,0.0,60
24860.0,25312.0,3696.0,0.26,-44236.8,0.0,60
24876.0,25312.0,3696.0,0.413,-44236.8,0.0,60
24892.0,25312.0,3696.0,0.434,-44236.8,0.0,60
24908.0,25312.0,3696.0,0.274,-44236.8,0.0,60
24924.0,25312.0,3696.0,0.2,-44236.8,0.0,60
24940.0,25312.0,3696.0,0.133,-44236.8,0.0,60
24956.0,25312.0,3696.0,0.042,-44236.8,0.0,60
24972.0,25312.0,3696.0,0.041,-44236.8,0.0,60
24988.0,25312.0,3696.0,0.037000000000000005,-44236.8,0.0,60
24300.0,25328.0,3696.0,0.133,-44236.8,0.0,45
24316.0,25328.0,3696.0,0.18600000000000005,-44236.8,0.0,45
24332.0,25328.0,3696.0,0.189,-44236.8,0.0,45
24348.0,25328.0,3696.0,0.16899999999999998,-44236.8,0.0,45
24364.0,25328.0,3696.0,0.24,-44236.8,0.0,45
24380.0,25328.0,3696.0,0.305,-44236.8,0.0,45
24396.0,25328.0,3696.0,0.408,-44236.8,0.0,45
24412.0,25328.0,3696.0,0.17800000000000002,-44236.8,0.0,45
24428.0,25328.0,3696.0,0.118,-44236.8,0.0,45
24444.0,25328.0,3696.0,0.14300000000000002,-44236.8,0.0,45
24460.0,25328.0,3696.0,0.198,-44236.8,0.0,45
24476.0,25328.0,3696.0,0.222,-44236.8,0.0,45
24492.0,25328.0,3696.0,0.321,-44236.8,0.0,45
24508.0,25328.0,3696.0,0.269,-44236.8,0.0,45
24524.0,25328.0,3696.0,0.396,-44236.8,0.0,45
24540.0,25328.0,3696.0,0.48,-44236.8,0.0,45
24556.0,25328.0,3696.0,0.504,-44236.8,0.0,45
24572.0,25328.0,3696.0,0.491,-44236.8,0.0,45
24588.0,25328.0,3696.0,0.4920000000000001,-44236.8,0.0,45
24604.0,25328.0,3696.0,0.377,-44236.8,0.0,45
24620.0,25328.0,3696.0,0.273,-44236.8,0.0,45
24636.0,25328.0,3696.0,0.241,-44236.8,0.0,45
24652.0,25328.0,3696.0,0.13,-44236.8,0.0,36
24668.0,25328.0,3696.0,0.158,-44236.8,0.0,36
24684.0,25328.0,3696.0,0.22,-44236.8,0.0,36
24700.0,25328.0,3696.0,0.153,-44236.8,0.0,36
24716.0,25328.0,3696.0,0.17600000000000002,-44236.8,0.0,36
24732.0,25328.0,3696.0,0.14400000000000002,-44236.8,0.0,36
24748.0,25328.0,3696.0,0.13,-44236.8,0.0,36
24764.0,25328.0,3696.0,0.17,-44236.8,0.0,36
24780.0,25328.0,3696.0,0.303,-44236.8,0.0,36
24796.0,25328.0,3696.0,0.333,-44236.8,0.0,36
24812.0,25328.0,3696.0,0.301,-44236.8,0.0,36
24828.0,25328.0,3696.0,0.237,-44236.8,0.0,36
24844.0,25328.0,3696.0,0.205,-44236.8,0.0,36
24860.0,25328.0,3696.0,0.138,-44236.8,0.0,60
24876.0,25328.0,3696.0,0.371,-44236.8,0.0,60
24892.0,25328.0,3696.0,0.444,-44236.8,0.0,60
24908.0,25328.0,3696.0,0.293,-44236.8,0.0,60
24924.0,25328.0,3696.0,0.195,-44236.8,0.0,60
24940.0,25328.0,3696.0,0.173,-44236.8,0.0,60
24956.0,25328.0,3696.0,0.106,-44236.8,0.0,60
24972.0,25328.0,3696.0,0.118,-44236.8,0.0,60
24988.0,25328.0,3696.0,0.132,-44236.8,0.0,60
24300.0,25344.0,3696.0,0.121,-44236.8,0.0,45
24316.0,25344.0,3696.0,0.14,-44236.8,0.0,45
24332.0,25344.0,3696.0,0.114,-44236.8,0.0,45
24348.0,25344.0,3696.0,0.127,-44236.8,0.0,45
24364.0,25344.0,3696.0,0.26,-44236.8,0.0,45
24380.0,25344.0,3696.0,0.4,-44236.8,0.0,45
24396.0,25344.0,3696.0,0.504,-44236.8,0.0,45
24412.0,25344.0,3696.0,0.284,-44236.8,0.0,45
24428.0,25344.0,3696.0,0.179,-44236.8,0.0,45
24444.0,25344.0,3696.0,0.17600000000000002,-44236.8,0.0,45
24460.0,25344.0,3696.0,0.266,-44236.8,0.0,45
24476.0,25344.0,3696.0,0.318,-44236.8,0.0,45
24492.0,25344.0,3696.0,0.29,-44236.8,0.0,45
24508.0,25344.0,3696.0,0.237,-44236.8,0.0,45
24524.0,25344.0,3696.0,0.396,-44236.8,0.0,45
24540.0,25344.0,3696.0,0.467,-44236.8,0.0,45
24556.0,25344.0,3696.0,0.56,7329.719,0.0,45
24572.0,25344.0,3696.0,0.56,7329.719,0.0,45
24588.0,25344.0,3696.0,0.463,-44236.8,0.0,45
24604.0,25344.0,3696.0,0.418,-44236.8,0.0,45
24620.0,25344.0,3696.0,0.293,-44236.8,0.0,45
24636.0,25344.0,3696.0,0.227,-44236.8,0.0,45
24652.0,25344.0,3696.0,0.124,-44236.8,0.0,36
24668.0,25344.0,3696.0,0.128,-44236.8,0.0,36
24684.0,25344.0,3696.0,0.184,-44236.8,0.0,36
24700.0,25344.0,3696.0,0.157,-44236.8,0.0,36
24716.0,25344.0,3696.0,0.151,-44236.8,0.0,36
24732.0,25344.0,3696.0,0.135,-44236.8,0.0,36
24748.0,25344.0,3696.0,0.228,-44236.8,0.0,36
24764.0,25344.0,3696.0,0.215,-44236.8,0.0,36
24780.0,25344.0,3696.0,0.254,-44236.8,0.0,36
24796.0,25344.0,3696.0,0.209,-44236.8,0.0,36
24812.0,25344.0,3696.0,0.217,-44236.8,0.0,36
24828.0,25344.0,3696.0,0.223,-44236.8,0.0,36
24844.0,25344.0,3696.0,0.179,-44236.8,0.0,36
24860.0,25344.0,3696.0,0.104,-44236.8,0.0,36
24876.0,25344.0,3696.0,0.171,-44236.8,0.0,36
24892.0,25344.0,3696.0,0.285,-44236.8,0.0,36
24908.0,25344.0,3696.0,0.261,-44236.8,0.0,36
24924.0,25344.0,3696.0,0.195,-44236.8,0.0,36
24940.0,25344.0,3696.0,0.24,-44236.8,0.0,60
24956.0,25344.0,3696.0,0.202,-44236.8,0.0,60
24972.0,25344.0,3696.0,0.159,-44236.8,0.0,60
24988.0,25344.0,3696.0,0.165,-44236.8,0.0,60
24300.0,25360.0,3696.0,0.117,-44236.8,0.0,45
24316.0,25360.0,3696.0,0.111,-44236.8,0.0,45
24332.0,25360.0,3696.0,0.151,-44236.8,0.0,45
24348.0,25360.0,3696.0,0.206,-44236.8,0.0,45
24364.0,25360.0,3696.0,0.219,-44236.8,0.0,45
24380.0,25360.0,3696.0,0.3670000000000001,-44236.8,0.0,45
24396.0,25360.0,3696.0,0.41,-44236.8,0.0,45
24412.0,25360.0,3696.0,0.29,-44236.8,0.0,45
24428.0,25360.0,3696.0,0.193,-44236.8,0.0,45
24444.0,25360.0,3696.0,0.161,-44236.8,0.0,45
24460.0,25360.0,3696.0,0.194,-44236.8,0.0,45
24476.0,25360.0,3696.0,0.23,-44236.8,0.0,45
24492.0,25360.0,3696.0,0.181,-44236.8,0.0,45
24508.0,25360.0,3696.0,0.268,-44236.8,0.0,45
24524.0,25360.0,3696.0,0.425,-44236.8,0.0,45
24540.0,25360.0,3696.0,0.5710000000000001,10514.976,0.0,45
24556.0,25360.0,3696.0,0.55,4434.031,0.0,45
24572.0,25360.0,3696.0,0.612,22387.296,0.0,45
24588.0,25360.0,3696.0,0.53,-44236.8,0.0,45
24604.0,25360.0,3696.0,0.447,-44236.8,0.0,45
24620.0,25360.0,3696.0,0.375,-44236.8,0.0,45
24636.0,25360.0,3696.0,0.28600000000000003,-44236.8,0.0,45
24652.0,25360.0,3696.0,0.19,-44236.8,0.0,36
24668.0,25360.0,3696.0,0.118,-44236.8,0.0,36
24684.0,25360.0,3696.0,0.132,-44236.8,0.0,36
24700.0,25360.0,3696.0,0.13,-44236.8,0.0,36
24716.0,25360.0,3696.0,0.179,-44236.8,0.0,36
24732.0,25360.0,3696.0,0.318,-44236.8,0.0,36
24748.0,25360.0,3696.0,0.376,-44236.8,0.0,36
24764.0,25360.0,3696.0,0.16,-44236.8,0.0,36
24780.0,25360.0,3696.0,0.101,-44236.8,0.0,36
24796.0,25360.0,3696.0,0.16399999999999998,-44236.8,0.0,36
24812.0,25360.0,3696.0,0.243,-44236.8,0.0,36
24828.0,25360.0,3696.0,0.233,-44236.8,0.0,36
24844.0,25360.0,3696.0,0.158,-44236.8,0.0,36
24860.0,25360.0,3696.0,0.114,-44236.8,0.0,36
24876.0,25360.0,3696.0,0.177,-44236.8,0.0,36
24892.0,25360.0,3696.0,0.252,-44236.8,0.0,36
24908.0,25360.0,3696.0,0.22,-44236.8,0.0,36
24924.0,25360.0,3696.0,0.249,-44236.8,0.0,36
24940.0,25360.0,3696.0,0.244,-44236.8,0.0,36
24956.0,25360.0,3696.0,0.162,-44236.8,0.0,36
24972.0,25360.0,3696.0,0.2,-44236.8,0.0,36
24988.0,25360.0,3696.0,0.153,-44236.8,0.0,36
24300.0,25376.0,3696.0,0.107,-44236.8,0.0,45
24316.0,25376.0,3696.0,0.115,-44236.8,0.0,45
24332.0,25376.0,3696.0,0.208,-44236.8,0.0,45
24348.0,25376.0,3696.0,0.29,-44236.8,0.0,45
24364.0,25376.0,3696.0,0.161,-44236.8,0.0,45
24380.0,25376.0,3696.0,0.275,-44236.8,0.0,45
24396.0,25376.0,3696.0,0.299,-44236.8,0.0,45
24412.0,25376.0,3696.0,0.252,-44236.8,0.0,45
24428.0,25376.0,3696.0,0.17800000000000002,-44236.8,0.0,45
24444.0,25376.0,3696.0,0.189,-44236.8,0.0,45
24460.0,25376.0,3696.0,0.175,-44236.8,0.0,45
24476.0,25376.0,3696.0,0.154,-44236.8,0.0,45
24492.0,25376.0,3696.0,0.166,-44236.8,0.0,45
24508.0,25376.0,3696.0,0.224,-44236.8,0.0,45
24524.0,25376.0,3696.0,0.299,-44236.8,0.0,45
24540.0,25376.0,3696.0,0.358,-44236.8,0.0,45
24556.0,25376.0,3696.0,0.37,-44236.8,0.0,45
24572.0,25376.0,3696.0,0.544,2696.619,0.0,45
24588.0,25376.0,3696.0,0.542,2117.481,0.0,45
24604.0,25376.0,3696.0,0.509,-44236.8,0.0,45
24620.0,25376.0,3696.0,0.512,-44236.8,0.0,45
24636.0,25376.0,3696.0,0.55,4434.031,0.0,45
24652.0,25376.0,3696.0,0.343,-44236.8,0.0,36
24668.0,25376.0,3696.0,0.14300000000000002,-44236.8,0.0,36
24684.0,25376.0,3696.0,0.136,-44236.8,0.0,36
24700.0,25376.0,3696.0,0.133,-44236.8,0.0,36
24716.0,25376.0,3696.0,0.185,-44236.8,0.0,36
24732.0,25376.0,3696.0,0.32299999999999995,-44236.8,0.0,36
24748.0,25376.0,3696.0,0.403,-44236.8,0.0,36
24764.0,25376.0,3696.0,0.152,-44236.8,0.0,36
24780.0,25376.0,3696.0,0.127,-44236.8,0.0,36
24796.0,25376.0,3696.0,0.204,-44236.8,0.0,36
24812.0,25376.0,3696.0,0.315,-44236.8,0.0,36
24828.0,25376.0,3696.0,0.256,-44236.8,0.0,36
24844.0,25376.0,3696.0,0.163,-44236.8,0.0,36
24860.0,25376.0,3696.0,0.184,-44236.8,0.0,36
24876.0,25376.0,3696.0,0.206,-44236.8,0.0,36
24892.0,25376.0,3696.0,0.278,-44236.8,0.0,36
24908.0,25376.0,3696.0,0.215,-44236.8,0.0,36
24924.0,25376.0,3696.0,0.303,-44236.8,0.0,36
24940.0,25376.0,3696.0,0.368,-44236.8,0.0,36
24956.0,25376.0,3696.0,0.163,-44236.8,0.0,36
24972.0,25376.0,3696.0,0.19,-44236.8,0.0,36
24988.0,25376.0,3696.0,0.22,-44236.8,0.0,36
24300.0,25392.0,3696.0,0.086,-44236.8,0.0,45
24316.0,25392.0,3696.0,0.123,-44236.8,0.0,45
24332.0,25392.0,3696.0,0.212,-44236.8,0.0,45
24348.0,25392.0,3696.0,0.229,-44236.8,0.0,45
24364.0,25392.0,3696.0,0.139,-44236.8,0.0,45
24380.0,25392.0,3696.0,0.248,-44236.8,0.0,45
24396.0,25392.0,3696.0,0.193,-44236.8,0.0,45
24412.0,25392.0,3696.0,0.161,-44236.8,0.0,45
24428.0,25392.0,3696.0,0.14400000000000002,-44236.8,0.0,45
24444.0,25392.0,3696.0,0.119,-44236.8,0.0,45
24460.0,25392.0,3696.0,0.107,-44236.8,0.0,45
24476.0,25392.0,3696.0,0.193,-44236.8,0.0,45
24492.0,25392.0,3696.0,0.237,-44236.8,0.0,45
24508.0,25392.0,3696.0,0.298,-44236.8,0.0,45
24524.0,25392.0,3696.0,0.29600000000000004,-44236.8,0.0,45
24540.0,25392.0,3696.0,0.268,-44236.8,0.0,45
24556.0,25392.0,3696.0,0.37,-44236.8,0.0,45
24572.0,25392.0,3696.0,0.499,-44236.8,0.0,45
24588.0,25392.0,3696.0,0.402,-44236.8,0.0,45
24604.0,25392.0,3696.0,0.469,-44236.8,0.0,45
24620.0,25392.0,3696.0,0.534,-44236.8,0.0,45
24636.0,25392.0,3696.0,0.585,14568.938999999997,0.0,45
24652.0,25392.0,3696.0,0.494,-44236.8,0.0,36
24668.0,25392.0,3696.0,0.256,-44236.8,0.0,36
24684.0,25392.0,3696.0,0.183,-44236.8,0.0,36
24700.0,25392.0,3696.0,0.18600000000000005,-44236.8,0.0,36
24716.0,25392.0,3696.0,0.196,-44236.8,0.0,36
24732.0,25392.0,3696.0,0.217,-44236.8,0.0,36
24748.0,25392.0,3696.0,0.25,-44236.8,0.0,36
24764.0,25392.0,3696.0,0.181,-44236.8,0.0,36
24780.0,25392.0,3696.0,0.197,-44236.8,0.0,36
24796.0,25392.0,3696.0,0.295,-44236.8,0.0,36
24812.0,25392.0,3696.0,0.301,-44236.8,0.0,36
24828.0,25392.0,3696.0,0.21600000000000005,-44236.8,0.0,36
24844.0,25392.0,3696.0,0.14400000000000002,-44236.8,0.0,36
24860.0,25392.0,3696.0,0.181,-44236.8,0.0,36
24876.0,25392.0,3696.0,0.266,-44236.8,0.0,36
24892.0,25392.0,3696.0,0.401,-44236.8,0.0,36
24908.0,25392.0,3696.0,0.317,-44236.8,0.0,36
24924.0,25392.0,3696.0,0.276,-44236.8,0.0,36
24940.0,25392.0,3696.0,0.375,-44236.8,0.0,36
24956.0,25392.0,3696.0,0.21600000000000005,-44236.8,0.0,36
24972.0,25392.0,3696.0,0.182,-44236.8,0.0,36
24988.0,25392.0,3696.0,0.204,-44236.8,0.0,36
24300.0,25408.0,3696.0,0.062,-44236.8,0.0,45
24316.0,25408.0,3696.0,0.114,-44236.8,0.0,45
24332.0,25408.0,3696.0,0.134,-44236.8,0.0,45
24348.0,25408.0,3696.0,0.131,-44236.8,0.0,45
24364.0,25408.0,3696.0,0.126,-44236.8,0.0,45
24380.0,25408.0,3696.0,0.235,-44236.8,0.0,45
24396.0,25408.0,3696.0,0.214,-44236.8,0.0,45
24412.0,25408.0,3696.0,0.159,-44236.8,0.0,45
