x,y,z,cu,value,UPL,angulo
24364.0,24832.0,3600.0,0.196,-44236.8,0.0,53
24380.0,24832.0,3600.0,0.193,-44236.8,0.0,53
24396.0,24832.0,3600.0,0.21600000000000005,-44236.8,0.0,53
24412.0,24832.0,3600.0,0.325,-44236.8,0.0,53
24428.0,24832.0,3600.0,0.208,-44236.8,0.0,53
24444.0,24832.0,3600.0,0.17600000000000002,-44236.8,0.0,53
24460.0,24832.0,3600.0,0.331,-44236.8,0.0,53
24476.0,24832.0,3600.0,0.39,-44236.8,0.0,53
24492.0,24832.0,3600.0,0.354,-44236.8,0.0,53
24508.0,24832.0,3600.0,0.402,-44236.8,0.0,53
24524.0,24832.0,3600.0,0.382,-44236.8,0.0,53
24540.0,24832.0,3600.0,0.203,-44236.8,0.0,53
24556.0,24832.0,3600.0,0.19,-44236.8,0.0,53
24572.0,24832.0,3600.0,0.111,-44236.8,0.0,53
24588.0,24832.0,3600.0,0.062,-44236.8,0.0,53
24604.0,24832.0,3600.0,0.11,-44236.8,0.0,53
24620.0,24832.0,3600.0,0.13699999999999998,-44236.8,0.0,53
24636.0,24832.0,3600.0,0.16399999999999998,-44236.8,0.0,53
24652.0,24832.0,3600.0,0.076,-44236.8,0.0,53
24668.0,24832.0,3600.0,0.034,-44236.8,0.0,53
24684.0,24832.0,3600.0,0.064,-44236.8,0.0,53
24700.0,24832.0,3600.0,0.08800000000000001,-44236.8,0.0,53
24716.0,24832.0,3600.0,0.127,-44236.8,0.0,53
24732.0,24832.0,3600.0,0.238,-44236.8,0.0,53
24748.0,24832.0,3600.0,0.227,-44236.8,0.0,53
24764.0,24832.0,3600.0,0.215,-44236.8,0.0,53
24780.0,24832.0,3600.0,0.189,-44236.8,0.0,53
24796.0,24832.0,3600.0,0.133,-44236.8,0.0,53
24812.0,24832.0,3600.0,0.166,-44236.8,0.0,53
24828.0,24832.0,3600.0,0.154,-44236.8,0.0,53
24844.0,24832.0,3600.0,0.101,-44236.8,0.0,53
24860.0,24832.0,3600.0,0.253,-44236.8,0.0,53
24876.0,24832.0,3600.0,0.332,-44236.8,0.0,53
24892.0,24832.0,3600.0,0.28300000000000003,-44236.8,0.0,53
24908.0,24832.0,3600.0,0.292,-44236.8,0.0,60
24924.0,24832.0,3600.0,0.227,-44236.8,0.0,60
24940.0,24832.0,3600.0,0.211,-44236.8,0.0,60
24956.0,24832.0,3600.0,0.199,-44236.8,0.0,60
24972.0,24832.0,3600.0,0.154,-44236.8,0.0,60
24988.0,24832.0,3600.0,0.174,-44236.8,0.0,60
24300.0,24848.0,3600.0,0.132,-44236.8,0.0,53
24316.0,24848.0,3600.0,0.113,-44236.8,0.0,53
24332.0,24848.0,3600.0,0.06,-44236.8,0.0,53
24348.0,24848.0,3600.0,0.069,-44236.8,0.0,53
24364.0,24848.0,3600.0,0.066,-44236.8,0.0,53
24380.0,24848.0,3600.0,0.138,-44236.8,0.0,53
24396.0,24848.0,3600.0,0.192,-44236.8,0.0,53
24412.0,24848.0,3600.0,0.313,-44236.8,0.0,53
24428.0,24848.0,3600.0,0.17800000000000002,-44236.8,0.0,53
24444.0,24848.0,3600.0,0.101,-44236.8,0.0,53
24460.0,24848.0,3600.0,0.269,-44236.8,0.0,53
24476.0,24848.0,3600.0,0.394,-44236.8,0.0,53
24492.0,24848.0,3600.0,0.272,-44236.8,0.0,53
24508.0,24848.0,3600.0,0.35200000000000004,-44236.8,0.0,53
24524.0,24848.0,3600.0,0.5,-44236.8,0.0,53
24540.0,24848.0,3600.0,0.294,-44236.8,0.0,53
24556.0,24848.0,3600.0,0.149,-44236.8,0.0,53
24572.0,24848.0,3600.0,0.052000000000000005,-44236.8,0.0,53
24588.0,24848.0,3600.0,0.008,-44236.8,0.0,53
24604.0,24848.0,3600.0,0.07400000000000001,-44236.8,0.0,53
24620.0,24848.0,3600.0,0.155,-44236.8,0.0,53
24636.0,24848.0,3600.0,0.18,-44236.8,0.0,53
24652.0,24848.0,3600.0,0.13,-44236.8,0.0,53
24668.0,24848.0,3600.0,0.067,-44236.8,0.0,53
24684.0,24848.0,3600.0,0.061,-44236.8,0.0,53
24700.0,24848.0,3600.0,0.042,-44236.8,0.0,53
24716.0,24848.0,3600.0,0.07,-44236.8,0.0,53
24732.0,24848.0,3600.0,0.202,-44236.8,0.0,53
24748.0,24848.0,3600.0,0.219,-44236.8,0.0,53
24764.0,24848.0,3600.0,0.146,-44236.8,0.0,53
24780.0,24848.0,3600.0,0.125,-44236.8,0.0,53
24796.0,24848.0,3600.0,0.084,-44236.8,0.0,53
24812.0,24848.0,3600.0,0.241,-44236.8,0.0,53
24828.0,24848.0,3600.0,0.242,-44236.8,0.0,53
24844.0,24848.0,3600.0,0.172,-44236.8,0.0,53
24860.0,24848.0,3600.0,0.17800000000000002,-44236.8,0.0,53
24876.0,24848.0,3600.0,0.327,-44236.8,0.0,53
24892.0,24848.0,3600.0,0.484,-44236.8,0.0,60
24908.0,24848.0,3600.0,0.472,-44236.8,0.0,60
24924.0,24848.0,3600.0,0.272,-44236.8,0.0,60
24940.0,24848.0,3600.0,0.209,-44236.8,0.0,60
24956.0,24848.0,3600.0,0.263,-44236.8,0.0,60
24972.0,24848.0,3600.0,0.234,-44236.8,0.0,60
24988.0,24848.0,3600.0,0.185,-44236.8,0.0,60
24300.0,24864.0,3600.0,0.08900000000000001,-44236.8,0.0,53
24316.0,24864.0,3600.0,0.062,-44236.8,0.0,53
24332.0,24864.0,3600.0,0.035,-44236.8,0.0,53
24348.0,24864.0,3600.0,0.035,-44236.8,0.0,53
24364.0,24864.0,3600.0,0.07,-44236.8,0.0,53
24380.0,24864.0,3600.0,0.093,-44236.8,0.0,53
24396.0,24864.0,3600.0,0.129,-44236.8,0.0,53
24412.0,24864.0,3600.0,0.21,-44236.8,0.0,53
24428.0,24864.0,3600.0,0.153,-44236.8,0.0,53
24444.0,24864.0,3600.0,0.122,-44236.8,0.0,53
24460.0,24864.0,3600.0,0.231,-44236.8,0.0,53
24476.0,24864.0,3600.0,0.47,-44236.8,0.0,53
24492.0,24864.0,3600.0,0.463,-44236.8,0.0,53
24508.0,24864.0,3600.0,0.4370000000000001,-44236.8,0.0,53
24524.0,24864.0,3600.0,0.552,5013.169,0.0,53
24540.0,24864.0,3600.0,0.349,-44236.8,0.0,53
24556.0,24864.0,3600.0,0.081,-44236.8,0.0,53
24572.0,24864.0,3600.0,0.021,-44236.8,0.0,53
24588.0,24864.0,3600.0,0.03,-44236.8,0.0,53
24604.0,24864.0,3600.0,0.124,-44236.8,0.0,53
24620.0,24864.0,3600.0,0.25,-44236.8,0.0,53
24636.0,24864.0,3600.0,0.208,-44236.8,0.0,53
24652.0,24864.0,3600.0,0.106,-44236.8,0.0,53
24668.0,24864.0,3600.0,0.13,-44236.8,0.0,53
24684.0,24864.0,3600.0,0.14300000000000002,-44236.8,0.0,53
24700.0,24864.0,3600.0,0.069,-44236.8,0.0,53
24716.0,24864.0,3600.0,0.13,-44236.8,0.0,53
24732.0,24864.0,3600.0,0.208,-44236.8,0.0,53
24748.0,24864.0,3600.0,0.177,-44236.8,0.0,53
24764.0,24864.0,3600.0,0.182,-44236.8,0.0,53
24780.0,24864.0,3600.0,0.079,-44236.8,0.0,53
24796.0,24864.0,3600.0,0.091,-44236.8,0.0,53
24812.0,24864.0,3600.0,0.262,-44236.8,0.0,53
24828.0,24864.0,3600.0,0.29600000000000004,-44236.8,0.0,53
24844.0,24864.0,3600.0,0.241,-44236.8,0.0,53
24860.0,24864.0,3600.0,0.266,-44236.8,0.0,53
24876.0,24864.0,3600.0,0.343,-44236.8,0.0,60
24892.0,24864.0,3600.0,0.447,-44236.8,0.0,60
24908.0,24864.0,3600.0,0.4920000000000001,-44236.8,0.0,60
24924.0,24864.0,3600.0,0.29100000000000004,-44236.8,0.0,60
24940.0,24864.0,3600.0,0.18600000000000005,-44236.8,0.0,60
24956.0,24864.0,3600.0,0.209,-44236.8,0.0,60
24972.0,24864.0,3600.0,0.209,-44236.8,0.0,60
24988.0,24864.0,3600.0,0.152,-44236.8,0.0,60
24300.0,24880.0,3600.0,0.134,-44236.8,0.0,53
24316.0,24880.0,3600.0,0.08199999999999999,-44236.8,0.0,53
24332.0,24880.0,3600.0,0.023,-44236.8,0.0,53
24348.0,24880.0,3600.0,0.041,-44236.8,0.0,53
24364.0,24880.0,3600.0,0.095,-44236.8,0.0,53
24380.0,24880.0,3600.0,0.109,-44236.8,0.0,53
24396.0,24880.0,3600.0,0.104,-44236.8,0.0,53
24412.0,24880.0,3600.0,0.127,-44236.8,0.0,53
24428.0,24880.0,3600.0,0.161,-44236.8,0.0,53
24444.0,24880.0,3600.0,0.21,-44236.8,0.0,53
24460.0,24880.0,3600.0,0.294,-44236.8,0.0,53
24476.0,24880.0,3600.0,0.474,-44236.8,0.0,53
24492.0,24880.0,3600.0,0.563,8198.426,0.0,53
24508.0,24880.0,3600.0,0.585,14568.938999999997,0.0,53
24524.0,24880.0,3600.0,0.564,8487.994,0.0,53
24540.0,24880.0,3600.0,0.294,-44236.8,0.0,53
24556.0,24880.0,3600.0,0.041,-44236.8,0.0,53
24572.0,24880.0,3600.0,0.021,-44236.8,0.0,53
24588.0,24880.0,3600.0,0.027000000000000003,-44236.8,0.0,53
24604.0,24880.0,3600.0,0.149,-44236.8,0.0,53
24620.0,24880.0,3600.0,0.225,-44236.8,0.0,53
24636.0,24880.0,3600.0,0.18600000000000005,-44236.8,0.0,53
24652.0,24880.0,3600.0,0.084,-44236.8,0.0,53
24668.0,24880.0,3600.0,0.113,-44236.8,0.0,53
24684.0,24880.0,3600.0,0.171,-44236.8,0.0,53
24700.0,24880.0,3600.0,0.147,-44236.8,0.0,53
24716.0,24880.0,3600.0,0.23,-44236.8,0.0,53
24732.0,24880.0,3600.0,0.26,-44236.8,0.0,53
24748.0,24880.0,3600.0,0.212,-44236.8,0.0,53
24764.0,24880.0,3600.0,0.183,-44236.8,0.0,53
24780.0,24880.0,3600.0,0.114,-44236.8,0.0,53
24796.0,24880.0,3600.0,0.11,-44236.8,0.0,53
24812.0,24880.0,3600.0,0.158,-44236.8,0.0,53
24828.0,24880.0,3600.0,0.197,-44236.8,0.0,53
24844.0,24880.0,3600.0,0.192,-44236.8,0.0,53
24860.0,24880.0,3600.0,0.319,-44236.8,0.0,53
24876.0,24880.0,3600.0,0.488,-44236.8,0.0,60
24892.0,24880.0,3600.0,0.375,-44236.8,0.0,60
24908.0,24880.0,3600.0,0.311,-44236.8,0.0,60
24924.0,24880.0,3600.0,0.293,-44236.8,0.0,60
24940.0,24880.0,3600.0,0.26,-44236.8,0.0,60
24956.0,24880.0,3600.0,0.218,-44236.8,0.0,60
24972.0,24880.0,3600.0,0.221,-44236.8,0.0,60
24988.0,24880.0,3600.0,0.18,-44236.8,0.0,60
24300.0,24896.0,3600.0,0.067,-44236.8,0.0,53
24316.0,24896.0,3600.0,0.073,-44236.8,0.0,53
24332.0,24896.0,3600.0,0.013,-44236.8,0.0,53
24348.0,24896.0,3600.0,0.027000000000000003,-44236.8,0.0,53
24364.0,24896.0,3600.0,0.073,-44236.8,0.0,53
24380.0,24896.0,3600.0,0.108,-44236.8,0.0,53
24396.0,24896.0,3600.0,0.145,-44236.8,0.0,53
24412.0,24896.0,3600.0,0.199,-44236.8,0.0,53
24428.0,24896.0,3600.0,0.153,-44236.8,0.0,53
24444.0,24896.0,3600.0,0.209,-44236.8,0.0,53
24460.0,24896.0,3600.0,0.391,-44236.8,0.0,53
24476.0,24896.0,3600.0,0.457,-44236.8,0.0,53
24492.0,24896.0,3600.0,0.539,1248.775,0.0,53
24508.0,24896.0,3600.0,0.541,1827.912,0.0,53
24524.0,24896.0,3600.0,0.494,-44236.8,0.0,53
24540.0,24896.0,3600.0,0.287,-44236.8,0.0,53
24556.0,24896.0,3600.0,0.075,-44236.8,0.0,53
24572.0,24896.0,3600.0,0.045,-44236.8,0.0,53
24588.0,24896.0,3600.0,0.065,-44236.8,0.0,53
24604.0,24896.0,3600.0,0.155,-44236.8,0.0,53
24620.0,24896.0,3600.0,0.243,-44236.8,0.0,53
24636.0,24896.0,3600.0,0.201,-44236.8,0.0,53
24652.0,24896.0,3600.0,0.084,-44236.8,0.0,53
24668.0,24896.0,3600.0,0.13699999999999998,-44236.8,0.0,53
24684.0,24896.0,3600.0,0.213,-44236.8,0.0,53
24700.0,24896.0,3600.0,0.234,-44236.8,0.0,53
24716.0,24896.0,3600.0,0.27,-44236.8,0.0,53
24732.0,24896.0,3600.0,0.287,-44236.8,0.0,53
24748.0,24896.0,3600.0,0.17,-44236.8,0.0,53
24764.0,24896.0,3600.0,0.08199999999999999,-44236.8,0.0,53
24780.0,24896.0,3600.0,0.104,-44236.8,0.0,53
24796.0,24896.0,3600.0,0.081,-44236.8,0.0,53
24812.0,24896.0,3600.0,0.098,-44236.8,0.0,53
24828.0,24896.0,3600.0,0.14,-44236.8,0.0,53
24844.0,24896.0,3600.0,0.152,-44236.8,0.0,53
24860.0,24896.0,3600.0,0.324,-44236.8,0.0,60
24876.0,24896.0,3600.0,0.477,-44236.8,0.0,60
24892.0,24896.0,3600.0,0.32299999999999995,-44236.8,0.0,60
24908.0,24896.0,3600.0,0.247,-44236.8,0.0,60
24924.0,24896.0,3600.0,0.289,-44236.8,0.0,60
24940.0,24896.0,3600.0,0.241,-44236.8,0.0,60
24956.0,24896.0,3600.0,0.243,-44236.8,0.0,60
24972.0,24896.0,3600.0,0.163,-44236.8,0.0,60
24988.0,24896.0,3600.0,0.127,-44236.8,0.0,60
24300.0,24912.0,3600.0,0.081,-44236.8,0.0,53
24316.0,24912.0,3600.0,0.073,-44236.8,0.0,53
24332.0,24912.0,3600.0,0.028,-44236.8,0.0,53
24348.0,24912.0,3600.0,0.07,-44236.8,0.0,53
24364.0,24912.0,3600.0,0.121,-44236.8,0.0,53
24380.0,24912.0,3600.0,0.221,-44236.8,0.0,53
24396.0,24912.0,3600.0,0.259,-44236.8,0.0,53
24412.0,24912.0,3600.0,0.257,-44236.8,0.0,53
24428.0,24912.0,3600.0,0.205,-44236.8,0.0,53
24444.0,24912.0,3600.0,0.303,-44236.8,0.0,53
24460.0,24912.0,3600.0,0.454,-44236.8,0.0,53
24476.0,24912.0,3600.0,0.418,-44236.8,0.0,53
24492.0,24912.0,3600.0,0.418,-44236.8,0.0,53
24508.0,24912.0,3600.0,0.448,-44236.8,0.0,53
24524.0,24912.0,3600.0,0.428,-44236.8,0.0,53
24540.0,24912.0,3600.0,0.28300000000000003,-44236.8,0.0,53
24556.0,24912.0,3600.0,0.185,-44236.8,0.0,53
24572.0,24912.0,3600.0,0.132,-44236.8,0.0,53
24588.0,24912.0,3600.0,0.189,-44236.8,0.0,53
24604.0,24912.0,3600.0,0.266,-44236.8,0.0,53
24620.0,24912.0,3600.0,0.305,-44236.8,0.0,53
24636.0,24912.0,3600.0,0.204,-44236.8,0.0,53
24652.0,24912.0,3600.0,0.114,-44236.8,0.0,53
24668.0,24912.0,3600.0,0.188,-44236.8,0.0,53
24684.0,24912.0,3600.0,0.28,-44236.8,0.0,53
24700.0,24912.0,3600.0,0.295,-44236.8,0.0,53
24716.0,24912.0,3600.0,0.309,-44236.8,0.0,53
24732.0,24912.0,3600.0,0.224,-44236.8,0.0,53
24748.0,24912.0,3600.0,0.111,-44236.8,0.0,53
24764.0,24912.0,3600.0,0.15,-44236.8,0.0,53
24780.0,24912.0,3600.0,0.259,-44236.8,0.0,53
24796.0,24912.0,3600.0,0.199,-44236.8,0.0,53
24812.0,24912.0,3600.0,0.103,-44236.8,0.0,53
24828.0,24912.0,3600.0,0.128,-44236.8,0.0,53
24844.0,24912.0,3600.0,0.132,-44236.8,0.0,53
24860.0,24912.0,3600.0,0.29,-44236.8,0.0,60
24876.0,24912.0,3600.0,0.325,-44236.8,0.0,60
24892.0,24912.0,3600.0,0.248,-44236.8,0.0,60
24908.0,24912.0,3600.0,0.198,-44236.8,0.0,60
24924.0,24912.0,3600.0,0.236,-44236.8,0.0,60
24940.0,24912.0,3600.0,0.161,-44236.8,0.0,60
24956.0,24912.0,3600.0,0.109,-44236.8,0.0,60
24972.0,24912.0,3600.0,0.07200000000000001,-44236.8,0.0,60
24988.0,24912.0,3600.0,0.056,-44236.8,0.0,60
24300.0,24928.0,3600.0,0.157,-44236.8,0.0,53
24316.0,24928.0,3600.0,0.08800000000000001,-44236.8,0.0,53
24332.0,24928.0,3600.0,0.103,-44236.8,0.0,53
24348.0,24928.0,3600.0,0.142,-44236.8,0.0,53
24364.0,24928.0,3600.0,0.142,-44236.8,0.0,53
24380.0,24928.0,3600.0,0.215,-44236.8,0.0,53
24396.0,24928.0,3600.0,0.278,-44236.8,0.0,53
24412.0,24928.0,3600.0,0.225,-44236.8,0.0,53
24428.0,24928.0,3600.0,0.265,-44236.8,0.0,53
24444.0,24928.0,3600.0,0.321,-44236.8,0.0,53
24460.0,24928.0,3600.0,0.421,-44236.8,0.0,53
24476.0,24928.0,3600.0,0.438,-44236.8,0.0,53
24492.0,24928.0,3600.0,0.485,-44236.8,0.0,53
24508.0,24928.0,3600.0,0.653,34259.616,0.0,53
24524.0,24928.0,3600.0,0.562,7908.857,0.0,53
24540.0,24928.0,3600.0,0.301,-44236.8,0.0,53
24556.0,24928.0,3600.0,0.191,-44236.8,0.0,53
24572.0,24928.0,3600.0,0.171,-44236.8,0.0,53
24588.0,24928.0,3600.0,0.233,-44236.8,0.0,53
24604.0,24928.0,3600.0,0.34,-44236.8,0.0,53
24620.0,24928.0,3600.0,0.475,-44236.8,0.0,53
24636.0,24928.0,3600.0,0.29600000000000004,-44236.8,0.0,53
24652.0,24928.0,3600.0,0.196,-44236.8,0.0,53
24668.0,24928.0,3600.0,0.239,-44236.8,0.0,53
24684.0,24928.0,3600.0,0.271,-44236.8,0.0,53
24700.0,24928.0,3600.0,0.196,-44236.8,0.0,53
24716.0,24928.0,3600.0,0.245,-44236.8,0.0,53
24732.0,24928.0,3600.0,0.29600000000000004,-44236.8,0.0,53
24748.0,24928.0,3600.0,0.237,-44236.8,0.0,53
24764.0,24928.0,3600.0,0.233,-44236.8,0.0,53
24780.0,24928.0,3600.0,0.386,-44236.8,0.0,53
24796.0,24928.0,3600.0,0.35100000000000003,-44236.8,0.0,53
24812.0,24928.0,3600.0,0.237,-44236.8,0.0,53
24828.0,24928.0,3600.0,0.262,-44236.8,0.0,53
24844.0,24928.0,3600.0,0.234,-44236.8,0.0,60
24860.0,24928.0,3600.0,0.272,-44236.8,0.0,60
24876.0,24928.0,3600.0,0.273,-44236.8,0.0,60
24892.0,24928.0,3600.0,0.246,-44236.8,0.0,60
24908.0,24928.0,3600.0,0.322,-44236.8,0.0,60
24924.0,24928.0,3600.0,0.299,-44236.8,0.0,60
24940.0,24928.0,3600.0,0.23,-44236.8,0.0,60
24956.0,24928.0,3600.0,0.153,-44236.8,0.0,60
24972.0,24928.0,3600.0,0.116,-44236.8,0.0,60
24988.0,24928.0,3600.0,0.052000000000000005,-44236.8,0.0,60
24300.0,24944.0,3600.0,0.246,-44236.8,0.0,53
24316.0,24944.0,3600.0,0.195,-44236.8,0.0,53
24332.0,24944.0,3600.0,0.127,-44236.8,0.0,53
24348.0,24944.0,3600.0,0.07200000000000001,-44236.8,0.0,53
24364.0,24944.0,3600.0,0.115,-44236.8,0.0,53
24380.0,24944.0,3600.0,0.16399999999999998,-44236.8,0.0,53
24396.0,24944.0,3600.0,0.217,-44236.8,0.0,53
24412.0,24944.0,3600.0,0.172,-44236.8,0.0,53
24428.0,24944.0,3600.0,0.199,-44236.8,0.0,53
24444.0,24944.0,3600.0,0.29100000000000004,-44236.8,0.0,53
24460.0,24944.0,3600.0,0.336,-44236.8,0.0,53
24476.0,24944.0,3600.0,0.424,-44236.8,0.0,53
24492.0,24944.0,3600.0,0.653,34259.616,0.0,53
24508.0,24944.0,3600.0,0.715,52212.881,0.0,53
24524.0,24944.0,3600.0,0.568,9646.27,0.0,53
24540.0,24944.0,3600.0,0.385,-44236.8,0.0,53
24556.0,24944.0,3600.0,0.207,-44236.8,0.0,53
24572.0,24944.0,3600.0,0.14300000000000002,-44236.8,0.0,53
24588.0,24944.0,3600.0,0.14300000000000002,-44236.8,0.0,53
24604.0,24944.0,3600.0,0.14300000000000002,-44236.8,0.0,53
24620.0,24944.0,3600.0,0.252,-44236.8,0.0,53
24636.0,24944.0,3600.0,0.247,-44236.8,0.0,53
24652.0,24944.0,3600.0,0.184,-44236.8,0.0,53
24668.0,24944.0,3600.0,0.202,-44236.8,0.0,53
24684.0,24944.0,3600.0,0.194,-44236.8,0.0,53
24700.0,24944.0,3600.0,0.184,-44236.8,0.0,53
24716.0,24944.0,3600.0,0.29100000000000004,-44236.8,0.0,53
24732.0,24944.0,3600.0,0.4,-44236.8,0.0,53
24748.0,24944.0,3600.0,0.27,-44236.8,0.0,53
24764.0,24944.0,3600.0,0.248,-44236.8,0.0,53
24780.0,24944.0,3600.0,0.436,-44236.8,0.0,53
24796.0,24944.0,3600.0,0.52,-44236.8,0.0,53
24812.0,24944.0,3600.0,0.387,-44236.8,0.0,53
24828.0,24944.0,3600.0,0.272,-44236.8,0.0,53
24844.0,24944.0,3600.0,0.233,-44236.8,0.0,60
24860.0,24944.0,3600.0,0.29,-44236.8,0.0,60
24876.0,24944.0,3600.0,0.255,-44236.8,0.0,60
24892.0,24944.0,3600.0,0.17,-44236.8,0.0,60
24908.0,24944.0,3600.0,0.174,-44236.8,0.0,60
24924.0,24944.0,3600.0,0.17,-44236.8,0.0,60
24940.0,24944.0,3600.0,0.215,-44236.8,0.0,60
24956.0,24944.0,3600.0,0.16899999999999998,-44236.8,0.0,60
24972.0,24944.0,3600.0,0.192,-44236.8,0.0,60
24988.0,24944.0,3600.0,0.104,-44236.8,0.0,60
24300.0,24960.0,3600.0,0.267,-44236.8,0.0,53
